,Classifier,Preprocessing,Noise,Training_Time_in_sec,Accuracy,Top_2_accuracy,Top_3_accuracy,Top_5_accuracy,Top_10_accuracy,Precision,Recall
adaboost_binary_0,adaboost,binary,0.0,52.044398069381714,0.3003533568904594,0.5053003533568905,0.6207302709069493,0.7632508833922261,0.9022379269729093,0.3003533568904594,0.3003533568904594
adaboost_binary_1e-10,adaboost,binary,1e-10,385.8878161907196,0.32626619552414604,0.5147232037691402,0.6254416961130742,0.7644287396937574,0.9163722025912838,0.32626619552414604,0.32626619552414604
adaboost_binary_1e-09,adaboost,binary,1e-09,470.54898381233215,0.41460541813898705,0.5736160188457008,0.6796230859835101,0.8032979976442874,0.9305064782096584,0.41460541813898705,0.41460541813898705
adaboost_binary_1e-08,adaboost,binary,1e-08,390.90562891960144,0.3674911660777385,0.5559481743227326,0.6749116607773852,0.7997644287396938,0.8963486454652533,0.3674911660777385,0.3674911660777385
adaboost_binary_1e-07,adaboost,binary,1e-07,432.7276520729065,0.3627797408716137,0.5547703180212014,0.6513545347467609,0.7879858657243817,0.9081272084805654,0.3627797408716137,0.3627797408716137
adaboost_binary_1e-06,adaboost,binary,1e-06,492.94962096214294,0.287396937573616,0.4911660777385159,0.6195524146054181,0.7502944640753828,0.8904593639575972,0.287396937573616,0.287396937573616
adaboost_binary_1e-05,adaboost,binary,1e-05,569.1303541660309,0.18374558303886926,0.31566548881036516,0.40518256772673733,0.574793875147232,0.7809187279151943,0.18374558303886926,0.18374558303886926
adaboost_binary_0.0001,adaboost,binary,0.0001,883.9065678119659,0.22614840989399293,0.4016489988221437,0.5041224970553593,0.6101295641931684,0.7597173144876325,0.22614840989399293,0.22614840989399293
adaboost_binary_0.001,adaboost,binary,0.001,1123.331715106964,0.30153121319199055,0.4534746760895171,0.5429917550058893,0.6525323910482921,0.7797408716136631,0.30153121319199055,0.30153121319199055
adaboost_binary_0.01,adaboost,binary,0.01,1178.4477171897888,0.18138987043580684,0.3462897526501767,0.46878680800942285,0.6136631330977621,0.767962308598351,0.18138987043580684,0.18138987043580684
adaboost_binary_0.1,adaboost,binary,0.1,1214.061175107956,0.2697290930506478,0.41460541813898705,0.5217903415783275,0.6266195524146054,0.7809187279151943,0.2697290930506478,0.2697290930506478
adaboost_binary_1,adaboost,binary,1.0,1189.8199169635773,0.15901060070671377,0.3415783274440518,0.38044758539458184,0.4334511189634865,0.6584216725559482,0.15901060070671377,0.15901060070671377
adaboost_binary_10,adaboost,binary,10.0,1236.0350139141083,0.050647820965842166,0.18610129564193167,0.20141342756183744,0.336866902237927,0.6713780918727915,0.050647820965842166,0.050647820965842166
adaboost_binary_100,adaboost,binary,100.0,1196.9206371307373,0.18256772673733804,0.2226148409893993,0.38162544169611307,0.44758539458186103,0.6796230859835101,0.18256772673733804,0.18256772673733804
adaboost_binary_1000,adaboost,binary,1000.0,1211.4255690574646,0.15901060070671377,0.3415783274440518,0.3663133097762073,0.5288574793875147,0.6607773851590106,0.15901060070671377,0.15901060070671377
adaboost_clr_0,adaboost,clr,0.0,760.192412853241,0.3321554770318021,0.5382803297997645,0.6372202591283863,0.7550058892815077,0.8833922261484098,0.3321554770318021,0.3321554770318021
adaboost_clr_1e-10,adaboost,clr,1e-10,778.5965440273285,0.2744405182567727,0.45229681978798586,0.574793875147232,0.7161366313309776,0.8763250883392226,0.2744405182567727,0.2744405182567727
adaboost_clr_1e-09,adaboost,clr,1e-09,753.6192140579224,0.35217903415783275,0.5441696113074205,0.6489988221436984,0.767962308598351,0.8904593639575972,0.35217903415783275,0.35217903415783275
adaboost_clr_1e-08,adaboost,clr,1e-08,6559.789311885834,0.3297997644287397,0.5017667844522968,0.6124852767962309,0.7526501766784452,0.8987043580683156,0.3297997644287397,0.3297997644287397
adaboost_clr_1e-07,adaboost,clr,1e-07,9398.826742887497,0.31095406360424027,0.48527679623085984,0.5936395759717314,0.7361601884570083,0.8798586572438163,0.31095406360424027,0.31095406360424027
adaboost_clr_1e-06,adaboost,clr,1e-06,1103.0761427879333,0.287396937573616,0.4581861012956419,0.5795053003533569,0.7161366313309776,0.8845700824499411,0.287396937573616,0.287396937573616
adaboost_clr_1e-05,adaboost,clr,1e-05,1184.9150850772858,0.31448763250883394,0.4994110718492344,0.6148409893992933,0.7538280329799765,0.8739693757361602,0.31448763250883394,0.31448763250883394
adaboost_clr_0.0001,adaboost,clr,0.0001,1145.2381398677826,0.3545347467608952,0.5206124852767963,0.6277974087161367,0.7432273262661955,0.8692579505300353,0.3545347467608952,0.3545347467608952
adaboost_clr_0.001,adaboost,clr,0.001,1113.472573041916,0.3404004711425206,0.519434628975265,0.6301531213191991,0.7597173144876325,0.8998822143698468,0.3404004711425206,0.3404004711425206
adaboost_clr_0.01,adaboost,clr,0.01,1179.9074149131775,0.2956419316843345,0.4958775029446408,0.591283863368669,0.7444051825677267,0.8869257950530035,0.2956419316843345,0.2956419316843345
adaboost_clr_0.1,adaboost,clr,0.1,1217.6860687732697,0.29093050647820967,0.4829210836277974,0.5865724381625441,0.7137809187279152,0.8869257950530035,0.29093050647820967,0.29093050647820967
adaboost_clr_1,adaboost,clr,1.0,1178.8267776966095,0.2308598351001178,0.4122497055359246,0.5300353356890459,0.673733804475854,0.8421672555948174,0.2308598351001178,0.2308598351001178
adaboost_clr_10,adaboost,clr,10.0,1241.2849957942963,0.18492343934040048,0.3392226148409894,0.36984687868080096,0.552414605418139,0.6702002355712603,0.18492343934040048,0.18492343934040048
